full_audio_path,ref_text_cleaned,pred_text_cleaned,cer,cluster,duration,speed,snr
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0618.wav,杜邦涤纶是什么杜邦莱卡技术呢,杜邦涤纶是什么独邦莱卡技术的,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0625.wav,华安银基通和招行的银基通有区别吗,华安应急通和招行的应急通有区别吗,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0629.wav,乐靖宜在第七届世界锦标赛获得几枚金牌,乐锦仪在第七届世界锦标赛获得几枚金牌,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0630.wav,天津市快递几天才能到宝坻平邮几天,天津是快递几天才能到保底平有几天,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0631.wav,品能标准冲电池应该怎样冲电,品能标准充电池应该怎样充电,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0642.wav,壁球的规则是什么,地球的规则是什么,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0644.wav,油漆工作的人生活饮食应该注意什么,尤其工作的人生婚姻时应该注意什么,0.3125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0645.wav,组胺免疫球蛋白能治疗划痕症吗,左安免疫求但白能治疗划痕折吗,0.3571,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0650.wav,吴小莉凤凰主持美吗,吴晓丽凤凰主持美吗,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0658.wav,安七炫的中文一天在哪儿可以下载,安琪炫的中文一天在哪可以下载,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0663.wav,怎样扩充字库,怎样扩充智库,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0665.wav,王治郅的最新消息,王志志的最新消息,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0672.wav,王芯钰怎么样发表一下意见,王新玉怎么样发表一下意见,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0682.wav,伸冤得雪雪是什么意思有关成语有哪些,深渊得学学是什么意思有关成语有哪些,0.2353,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0683.wav,化装品港货和专柜货有什么不同,化妆品干货和专柜货有什么不同,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0684.wav,怎样查到汽车牌号,怎样查到汽车牌号儿,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0687.wav,在学校住宿如果晚上遗精怎么办,在学校住宿如果晚上一经怎么办,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0001.wav,大外用扩音设备哪里买,单位用口音设备哪里买,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0005.wav,小黎是谁演嘞,小弟是谁演的,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0006.wav,如果想学影视特效应该去哪里在中国,如果想学影视谈笑应该及努力在中国,0.3125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0010.wav,大童子的英文怎么说,大同子的英文怎么说,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0011.wav,曼联王朝真的覆灭了吗,骂年王朝真的负灭了吗,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0012.wav,移植先天性心脏病最权威的医院是哪一家,医治先天性心脏病最权威的医院是哪一家,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0013.wav,新宝科是什么品牌,星巴克是什么品牌,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0014.wav,家里有红色蚂蚁爬来爬去怎么办,家里有红色毛衣跑来跑去怎么办,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0015.wav,和尚的袈裟为何斜披,和尚的袈裟为何斜批,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0017.wav,如何在博客里火起来,如何在博坑里火起来,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0019.wav,存铭戒指多少钱,纯银戒指多少钱,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0021.wav,显卡驱动安装不了,显卡驱动安装不良,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0023.wav,人工智能类研究生报考了哪个专业,人工智能的研究生报考哪个专业,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0031.wav,上铺还下铺和下铺还上铺哪个容易,上铺划下铺和下铺划上铺哪个容易,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0032.wav,什么是原代码啊,什么是月旦码哦,0.4286,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0036.wav,急需奥运会的英文介绍,解许奥运会的英文介绍,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0037.wav,处女有在第二次流血的吗,处女有在第二次流血了么,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0038.wav,如何做胶图片的砂纸,如何做加图片的傻子,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0039.wav,古文诗词里对女子有什么鄙称,古文诗词里对吕制有什么别称,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0042.wav,侠盗车手圣安地列斯怎么安装,先道车手圣阿地里斯怎么安装,0.3077,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0053.wav,硬盘格式化会杀除硬盘里的文件吗,硬盘格式化会删除硬盘里的文件么,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0054.wav,请问有没有专业人士给指点婚嫁日期,请问有没有专业人士给子的婚嫁日期,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0056.wav,每立方默认为每立方米吗,没女方我认为没女方迷茫,0.6364,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0059.wav,浦东哪里在找英语教师哦,浦东哪里在招音乐教师哦,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0063.wav,怎么创建贴吧最新吧勒,怎么创建贴吧最新版的,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0074.wav,哪款复读机比较好,哪款佛度机比较好,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0076.wav,今年的公务员开始什么时候开始,今年的公务员考试什么时候开始,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0079.wav,水货和假货有什么区别,水河和蛟河有什么区别,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0080.wav,潘玮柏什么时候开个场,帕玮柏什么时候开过场,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0084.wav,请问真心充面的配方二维与三维的比例,请问整心葱面的配方二位与三味的比例,0.2353,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0086.wav,主板没地址是不是不可以重装系统,主板没电池是不是不可以重装系统,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0087.wav,从宝山到四季公园怎么走,从宝沙到世纪公园怎么走,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0088.wav,或许去哪家餐馆好还不太贵,河西区那家餐馆好还不太贵,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0089.wav,冒险岛通天塔任务一次能得到几个卷,冒写道通铁摊任务一次能得到几个卷,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0091.wav,爹老司机用英语怎么说,电脑司机用英语怎么说,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0094.wav,怎么做一个好中锋并投好蓝,怎么住一个好中风病头好难,0.4167,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0095.wav,听说月昭乐已经算完了是真的吗,听说岳州路已经算完了是真的吗,0.2143,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0098.wav,什么是默默的关心,什么是母母的关心,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0101.wav,为什么孙鑫吧没有进入华人明星分类呢,为什么顺信宝没有进入华人明星分类呢,0.1765,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0104.wav,同恩的歌在你眼里的作词和作曲是谁,痛人的歌在你眼里的主持和作曲是谁,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0106.wav,怎样保持百褶裙的褶皱,怎样保持百战群的褶奏,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0107.wav,为什么重力不等于引力,为什么重力不等于盈利,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0108.wav,国际歌是在哪一年传唱至今的,估计歌是在哪一年传唱至今的,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0109.wav,手部皮肤比较黑的话适合不适合涂指甲油,手部皮肤比较黑的话适合不适合吐指甲药,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0116.wav,推荐一款家用音响,推荐一款家用音箱,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0123.wav,哪个网站有最新的私服登陆器哦,哪个网站有最新的师傅登录器哦,0.2143,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0124.wav,请问血精灵和达蓝丽人的坐骑分别是什么,请问谢金林和德来里人的坐骑分别是什么,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0128.wav,芜湖到讲的有几个是汉族的,五虎大将里有几个是汉族的,0.4167,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0130.wav,鸟的散文应该怎么写,鸟日杀文应该怎么写,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0132.wav,在新浪游戏大厅里怎样赚银币,在新浪游行大厅里怎样抓硬币,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0135.wav,脚趾指甲老往肉里长总是又痛又肿咋回事,举子指接老往肉里长总是又痛又肿咋回事,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0139.wav,如何预防剪卡,如何预防减卡,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0141.wav,历史中分前情和后情,你是种分前勤和后情吗,0.5556,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0147.wav,艾弗森进入过总决赛吗,爱弗生进入各种决赛吗,0.4,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0151.wav,自费研究生一年学费是多少啊,直非研究生一年学费是多少啊,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0153.wav,什么是信号返送理论,什么是信号发送理论,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0154.wav,差评安规认证资料管理制度,查评阿规认证资料管理制度,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0158.wav,请问现在哪儿还有下暗与帽子与书之旅人,请问现在哪还有下与帽子雨树之女人,0.2778,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0161.wav,标志车的标志为什么是那样一个狮子,标志车的标志为什么是那样一个市字,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0162.wav,城市化已解决沙龙问题的关系,城市化与解决沙农问题的关系,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0168.wav,为什么彩虹是弯曲的而不是直的呢,为什么彩虹是挖曲的而不是折的呢,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0171.wav,如何删除圣湖游戏,如何删除搜狐游戏,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0174.wav,曹家明爱程嘉欣吗,曹家明爱陈家欣吗,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0176.wav,我右边胳肢窝的毛上长了好多东西,我右边刮着我的毛上长了好多东西,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0177.wav,出国用什么电话最便宜,楚谷用什么电话最便宜,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0179.wav,哪可以找到江苏网上通缉犯的名单哦,那可以找到江苏网上通缉发的名单哦,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0182.wav,为什么蜂窝都是陆角形的,为什么蜂窝都是鲁家姓的,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0183.wav,天津哪里有卖视角的宠物狗的,天津哪里有卖世家的宠物狗的,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0184.wav,在江湖州的索爱维修中心在哪儿,浙江户州的索爱维修中心在哪儿,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0186.wav,公立医院用英文怎么讲,公业员用英文怎么讲,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0190.wav,请问荆州人哪里有卖脸秘籍的,请问荆州人哪里有卖碾米机的,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0194.wav,咋下载电影喃,咋下载电影的,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0198.wav,古代人为什么称版型为厘米,古代人为什么称百姓为黎民,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0204.wav,肉痣随便去除真的会癌变的,肉质随便驱除真的会爱变吗,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0207.wav,用电脑玩混乱军团怎么创造存档文件,用电脑外混乱军团怎么查找存档文件,0.1875,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0208.wav,有哪些解梦的网站,有哪些节目的网站,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0209.wav,打开网络文件解码,打开网络文件键嘛,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0210.wav,玩四驱车的秘籍方法怎么成为四驱车高手,娃市驱车的秘籍方法怎么成为市驱车高手,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0212.wav,怎样辨别咖啡的优劣呢,怎样辨别咖啡的诱虑呢,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0222.wav,为什么在切水时要吸入纯氧,为什么在潜水时要吸入纯阳,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0232.wav,林志玲的艾雀是什么类型的,林志玲的爱却是什么类型的,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0235.wav,朱华气管炎很痛苦怎么办,猪化气瓜也很痛苦怎么办,0.3636,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0236.wav,没有本地连接只有网络连接是怎么回事,没有本地链接只有网络链接是怎么回事,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0237.wav,九尾狐与飞天猫,九尾狐与废天猫,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0239.wav,如何申请农副产品免检,如何申请农户差评灭接,0.5,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0240.wav,今年德国有个世界杯带来多少回报,今年单搁一个世界杯带来多少回报,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0245.wav,买狗需要什么哦,my狗需要什么,0.4286,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0247.wav,请问雄蚊子为什么不会叮人啊,请问熊文子为什么不会盯人哦,0.3077,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0249.wav,为什么任务栏后准备图标会消失,为什么任务栏和桌面图标会消失,0.2143,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0252.wav,到哪儿能找到古外明星名字的梵音,到哪儿能找到国外明星名字的反应,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0256.wav,如何使用电吉他效果及软件,如何使用电吉塔效果器软件,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0257.wav,怎样解关于旧对子的题目,怎样解关于九队者的题目,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0261.wav,在哪有木马克星下载啊,在哪有木么可信下载啊,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0262.wav,鞋在收开始变干燥擦什么油效果好一点,现在手开始变干燥擦什么油效果好一点,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0265.wav,附近最便宜的出租房多少钱没有,河北大学附近最便宜的出租房多少钱没有,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0268.wav,南京有迪秀女装吗,南京有第一秀女装吗,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0270.wav,看那部电影你哭了,看那部电影你渴了,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0273.wav,如何制造病毒如木马本人对这方面有兴趣,如何制造病毒如某膜本人对这方面有兴趣,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0278.wav,怎样可以把管理员弄成密码,怎样可以把管理员弄成面貌,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0279.wav,天文学家讲最亮的星星命名主第几等星,天文学家将最亮的星星命名作第几等星,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0280.wav,怎么样复习才是最佳,怎么样呼习才是最佳,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0284.wav,来电惊魂这个电影的结局什么意思哦,来电惊魂这个电影的解局什么意思啊,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0287.wav,日需考试的英语二怎么顺利通过,自学考试的英语二怎样顺利通过,0.2143,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0300.wav,最杜比获得之是什么,最多笔画的字是什么,0.5556,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0304.wav,男友出轨过还能原谅吗,那有出轨个还能原谅吗,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0306.wav,人活着怎么这么难,人喝粥怎么这么难,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0308.wav,大学生活怎样才能过的充实静静静,大学生活怎样才能过得充实敬敬劲,0.2667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0312.wav,上海哪里有自制蛋糕店啊,上海哪里有资质蛋糕店啊,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0313.wav,内存有怎样的主用,内存有怎样的作用,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0315.wav,篮球里两次是什么意思,拿求你两次是什么意思,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0317.wav,人的牙齿是不是每颗都会坏包括磨牙吗,人的牙齿是不是每颗都会换包括莫药吗,0.1765,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0318.wav,你娃娃耍长了是什么意思,你娃娃刷脏了是什么意思,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0322.wav,如何制作系统光盘,如何自主系统光盘,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0323.wav,周杰伦做高露洁冰爽广告的那首是什么歌,周杰伦住高露基冰爽广告的那首是什么歌,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0326.wav,胡彪的电视剧恩情在哪里可以免费观看啊,附标的电视剧恩情在哪里可以免费观看啊,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0328.wav,曾少中的邮箱是多少,曾绍忠的邮箱是多少,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0331.wav,如果在澳洲想卖些中国的小东西可以吗,如果在澳洲想卖学中国的小东西可以么,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0333.wav,如何创造国美集团的联系方式,如何查找古美集团的联系方式,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0334.wav,日剧一吻定情里的入江裕树是谁演的,日剧以吻定情里的入江玉术是谁演的,0.1875,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0335.wav,在红楼梦中道拐月是谁命名的,在红楼梦中大官员自是命名的,0.3846,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0340.wav,贺茂懂吗的主题歌的罗马翻译是什么,黑猫动漫的主题歌的罗马反应是什么,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0344.wav,大连哪里有角槽医德,大连哪里有浇菜的,0.4444,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0345.wav,外液交手术的恢复期是多长,外叶角手术的恢复期是多长,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0346.wav,为什么有些猫也会装死,为什么有些蚂蚁会装死,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0349.wav,我说教师能截止吗如果能的话可以干什么,我是教师能兼职吗如果能的话可以干什么,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0350.wav,桃李杯舞蹈封釉里面用的音乐叫什么名字,逃李北舞道风雨里面用的音乐叫什么名字,0.2778,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0351.wav,帮我收集描写爱情的语句,帮我搜集关于描写爱情的语句,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0352.wav,自己怎样做域名揭晓啊,自己怎样做域民解析啊,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0353.wav,我国第一部彩色宽荧幕故事片,我哥第一部彩色宽硬木故事片,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0358.wav,想送一朵永不凋谢的花给女友给点建议,想送一栋永不凋谢的话给女友给点建议,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0359.wav,两只老虎外挂在哪下知道准确地址,两只老虎外挂在哪下给该准确地址,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0361.wav,星际战网任务的机枪柄怎么造,星际炸网任务的机枪兵怎么炸,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0378.wav,头发拉直和染发哪个先做比较好,头发拉子和染发哪个先煮比较好,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0381.wav,在哪个网站上可以看到李连杰的霍元甲,在哪个网站上可以看到李连杰的活跃结,0.1765,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0384.wav,大专门里有韩文翻译的小字叫什么名,大宅门里也韩容反的小子叫什么名,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0385.wav,为何会双脚发麻,为何会双脚发毛,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0387.wav,在装修布置墙壁的时候如何做最好,在装修不置墙面的时候如何住最好,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0390.wav,林徽因是怎样的女子,林徽英是怎样的女子,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0391.wav,内存调太大对电脑会降低系统性能吗,内存条太大对电脑会降低系统性能么,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0392.wav,某个保险公司上市问题的页脚,我国保险公司上市问题的研究,0.3077,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0396.wav,什么叫缸体里,什么叫钢体力,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0398.wav,现在哪些工作比较有前景我是一名大专生,现在哪些公主比较有前景我是一名大专生,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0404.wav,如何书写统计下载次数,如何实现统计下载次数,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0406.wav,台电超能王的技术参数是如何的,台电超能网的技术差数是如何的,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0415.wav,福州哪些网站可以发布二手信息,抚州哪些网站可以反布二手信息,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0418.wav,哪里有卖烧鸡油,哪里有卖烧棘油,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0007\G0007_0424.wav,为什么有不同的骨胶,为什么有不同的国家,0.2222,0,,,
